"","x"
"1",-2.57800582217958
"2",31.1243734482597
"3",9.27179262829914
"4",14.1343930050532
"5",-1.87418708572148
"6",-1.41663717541128
"7",0.821372890867505
"8",1.42380279187623
"9",6.29906176388292
"10",-0.356825686279609
"11",9.64368481134092
"12",-31.1335261829045
"13",-33.9535575475444
"14",-41.2096558966148
"15",-41.0712774286509
"16",-46.940215801314
"17",-42.4156974784165
"18",-1.25540770046931
"19",6.89509093629114
"20",9.77314430804143
"21",-34.4146545504647
"22",3.06348043767614
"23",0.459072871278687
"24",-19.9684079686372
"25",-17.5259955150241
"26",-20.6257181590267
"27",-2.84709125813537
"28",4.80877789122117
"29",1.89543062230782
"30",-13.8553649384195
"31",-3.26998501519734
"32",-5.02123084816901
"33",1.63168255309214
"34",-1.78216279926742
"35",-1.88699228658804
"36",-3.75619337347242
"37",2.31979200184828
"38",2.69582960406802
"39",-6.62164487411428
"40",5.47908785174876
"41",5.47177868951612
"42",3.41235632779199
"43",-2.05272384547437
"44",-3.88702088306729
"45",0.491259062787758
"46",1.61413710203611
"47",-0.908257578972158
"48",-0.901638978940689
"49",-2.08303339778157
"50",2.66284856976602
"51",2.63742245440722
"52",1.35294541958949
