"","x"
"1",15.3210931961332
"2",26.8701317914447
"3",58.3655832191193
"4",58.0231929044477
"5",-25.7676758518533
"6",-26.5173473488755
"7",-29.8002834575271
"8",-26.5610850669931
"9",-2.14675161730208
"10",-19.3452833623298
"11",-13.5283084977095
"12",-11.092307865512
"13",-10.7598780402853
"14",-10.4313246431866
"15",-8.19851715595141
"16",-7.30272770354142
"17",-7.00901634699968
"18",-7.07454333968609
"19",1.44896987262154
"20",1.59523931174043
"21",2.23957042126121
"22",1.02224244477875
"23",1.06820697049315
"24",1.11846048229567
"25",1.97070313573955
"26",-0.132233740990761
"27",0.401624388078467
"28",0.757948906953792
"29",1.0452782402312
"30",0.316792929869186
"31",-0.973098451458921
"32",-0.447279605040996
"33",1.025130625145
"34",-1.32261102459308
"35",0.275586442233131
"36",0.131598753691036
"37",-4.35980484101464
"38",0.306902479981108
"39",0.0858258978163037
"40",0.224112613854831
"41",2.22651574498668
"42",-2.94382662546722
"43",-5.67212321328262
"44",0.684326535433588
"45",-3.08159628290133
"46",2.44764565151176
"47",2.11594282664137
"48",2.8535366200452
"49",0.0898136055885753
"50",0.57160316289616
"51",1.2692391795886
"52",2.58156028372179
