"","x"
"1",64.6005081799174
"2",120.339780883762
"3",-47.3182930601101
"4",-115.537503202245
"5",-83.6458528543162
"6",7.54285982243341
"7",4.57546019607419
"8",13.93133986234
"9",-26.0566568391916
"10",-26.208011030315
"11",5.48797731944754
"12",5.76294048044261
"13",2.33401099804507
"14",3.81813612592575
"15",2.10788128768405
"16",0.945912168877159
"17",-0.755052116319369
"18",-2.32701948670617
"19",-0.938090849796774
"20",-0.625165250726009
"21",-0.139886532120848
"22",-0.243334227794827
"23",1.89143528081581
"24",0.91802875389872
"25",5.3501842502995
"26",-5
"27",0.440162526703808
"28",5.30654410866842
"29",3.9896587179183
"30",-12.4517923838141
"31",2
"32",-1.51050957517589
"33",1.52248284500567
"34",0.277030130837299
"35",0.018404905934297
"36",2
"37",1.43919775333772
"38",0.632816576975785
"39",0.24384377304017
"40",2.49732184278484
"41",-2.26104881426351
"42",-2.71786368058089
"43",-2.90655743182636
"44",-2.07588927630916
"45",0.378365121865144
"46",-1.83665255514577
"47",1.25566094260488
"48",0.932101196657125
"49",-0.475468480048222
"50",0.479681590154439
"51",0.960731187140607
"52",0.894304958579225
