"","x"
"1",158.808910463698
"2",203.54628121483
"3",102.216276015017
"4",-0.915995345552425
"5",22.0957110447634
"6",12.0740272854206
"7",4.73636584728943
"8",-13.4677365536302
"9",-13.9099871401854
"10",138.228807869852
"11",118.448947141025
"12",117.23833882296
"13",-3.28328319402845
"14",42.3493686911082
"15",190.925477013037
"16",227.195606586598
"17",123.025646288836
"18",-33.5415125959932
"19",208.534562551573
"20",142.380161661274
"21",198.87962575576
"22",221.647163206518
"23",82.3994523241872
"24",33.5255542979668
"25",7.58796413418413
"26",-16.9652710060083
"27",145.667881625677
"28",4.09846888144538
"29",-2.03057403033881
"30",9.13388769791454
"31",32.2888010242315
"32",189.345344840169
"33",-42.5928613963689
"34",55.8777814133039
"35",49.3753513159141
"36",-2.7007854352197
"37",46.4084655194408
"38",85.6069213819433
"39",79.0039978065826
"40",62.4493148816924
"41",-16.3222306070191
"42",-32.2741835645117
"43",73.3373703700783
"44",100.697298900013
"45",38.9086829068739
"46",60.415649369202
"47",69.6469758056912
"48",48.7273046073804
"49",38.6515620360372
"50",57.924497903627
"51",43.9973598841362
"52",49.7848349862483
