"","x"
"1",6.00694583249845
"2",5.38726860533191
"3",7.07968153870373
"4",7.01455999100692
"5",2.10187480830978
"6",2.8972620995155
"7",4.10444990489401
"8",11.3730353113763
"9",-0.491592767481642
"10",1.70373862248605
"11",1.29702971246403
"12",3.43204628867541
"13",1.93356899126723
"14",-1.0596103437732
"15",1.9648192356272
"16",2.18430362451815
"17",1.07949778732668
"18",5.75370751365193
"19",4.17299504616433
"20",1.53137916774922
"21",4.74799747587712
"22",5.07213255803606
"23",5.70095534781334
"24",-1.75180418501538
"25",2.24142045471229
"26",0.263348665492105
"27",-0.555537392925472
"28",1.11449908518
"29",0.525188656872963
"30",0.0447911715324461
"31",0.044944595792737
"32",1.76577908145998
"33",1.81638846741769
"34",-0.195316011235372
"35",-3.07615533294783
"36",0.275100127121732
"37",0.256458937590148
"38",0.144602175125588
"39",0.8518363209671
"40",-4.127803807553
"41",0.151446785680919
"42",1.69271644569197
"43",1.35063443246048
"44",1.18521519697848
"45",0.542729748702493
"46",0.635636723128837
"47",0.987054142932381
"48",0.815841374607108
"49",0.468920461582111
"50",0.441285769646091
"51",0.618756817176512
"52",0.480934928794373
