Date,Observed,Naive,Naive-Error,LSTM-NN,LSTM-NN-Error,SARIMA,SARIMA-Error
01/01/2017,2,32,30,20.68448829650879,18.68448829650879,37.7496957403306,35.7496957403306
08/01/2017,5,14,9,21.056161880493164,16.056161880493164,11.601639344262303,6.601639344262303
15/01/2017,6,20,14,18.374996185302734,12.374996185302734,9.97324735915726,3.9732473591572592
22/01/2017,13,2,-11,5.773852348327638,-7.226147651672362,-7.513541558675691,-20.51354155867569
29/01/2017,6,5,-1,2.5909197330474854,-3.4090802669525146,-3.6059744245929504,-9.60597442459295
05/02/2017,5,6,1,4.414752960205078,-0.5852470397949219,-3.2785852672687,-8.2785852672687
12/02/2017,9,13,4,14.267690658569336,5.267690658569336,6.805313388438059,-2.1946866115619406
19/02/2017,8,6,-2,12.297532081604006,4.297532081604006,5.67454182177043,-2.32545817822957
26/02/2017,10,5,-5,7.035037517547607,-2.9649624824523926,-3.6559721941307206,-13.65597219413072
05/03/2017,5,9,4,9.309981346130373,4.309981346130373,9.114683859640571,4.1146838596405715
12/03/2017,4,8,4,13.442605018615724,9.442605018615724,7.57130577478642,3.5713057747864196
19/03/2017,5,10,5,14.002912521362305,9.002912521362305,-20.1842501556079,-25.1842501556079
26/03/2017,5,5,0,9.3439359664917,4.343935966491699,-26.5011912430726,-31.5011912430726
02/04/2017,0,4,4,7.150663375854492,7.150663375854492,-30.8147031769882,-30.8147031769882
09/04/2017,8,5,-3,7.3811492919921875,-0.6188507080078125,-30.0999193949124,-38.099919394912405
16/04/2017,5,5,0,8.699514389038086,3.699514389038086,-34.056334116698295,-39.056334116698295
23/04/2017,3,0,-3,6.01369571685791,3.01369571685791,-34.218559089896196,-37.218559089896196
30/04/2017,4,8,4,12.41093921661377,8.41093921661377,11.3070991967821,7.307099196782101
07/05/2017,2,5,3,8.517512321472168,6.517512321472168,5.76711432294641,3.7671143229464104
14/05/2017,5,3,-2,6.2516441345214835,1.2516441345214835,5.72076977725804,0.7207697772580399
21/05/2017,8,4,-4,6.530457496643066,-1.4695425033569336,-24.572507429054397,-32.5725074290544
28/05/2017,0,2,2,5.286825180053711,5.286825180053711,1.2672099334617801,1.2672099334617801
04/06/2017,6,5,-1,7.016445636749268,1.0164456367492676,2.98905101519908,-3.01094898480092
11/06/2017,4,8,4,4.699065685272217,0.6990656852722168,-13.843142127679698,-17.843142127679698
18/06/2017,1,0,-1,0.17085328698158264,-0.8291467130184174,-15.0795527545574,-16.079552754557398
25/06/2017,-8,6,14,9.191160202026367,17.191160202026367,-11.4512482217567,-3.4512482217566998
02/07/2017,2,4,2,1.9390257596969604,-0.06097424030303955,0.186325899944165,-1.813674100055835
09/07/2017,1,1,0,1.9325898885726929,0.9325898885726929,-7.34261332802724,-8.342613328027241
16/07/2017,1,-8,-9,2.534382104873657,1.5343821048736568,-14.398973737578899,-15.398973737578899
23/07/2017,0,2,2,-1.706193208694458,-1.706193208694458,-9.80819263150698,-9.80819263150698
30/07/2017,1,1,0,-1.8312425613403318,-2.831242561340332,-1.14069011428873,-2.14069011428873
06/08/2017,1,1,0,-2.8112540245056152,-3.8112540245056152,-3.32764434584741,-4.3276443458474105
13/08/2017,4,0,-4,-1.8149702548980715,-5.814970254898071,-6.014800713658089,-10.01480071365809
20/08/2017,2,1,-1,0.3846384882926941,-1.615361511707306,1.26968446449103,-0.7303155355089701
27/08/2017,-16,1,17,0.22210252285003665,16.222102522850037,-1.5279454806069601,14.47205451939304
03/09/2017,-1,4,5,0.7637430429458618,1.7637430429458618,-3.3251232927531498,-2.3251232927531498
10/09/2017,14,2,-12,4.09271764755249,-9.90728235244751,2.17612698620453,-11.82387301379547
17/09/2017,-1,-16,-15,6.873780727386475,7.873780727386475,1.1508359539238202,2.15083595392382
24/09/2017,3,-1,-4,-5.543146133422852,-8.543146133422852,-5.92041320043792,-8.92041320043792
01/10/2017,3,14,11,1.363743543624878,-1.636256456375122,5.01961115739767,2.0196111573976703
08/10/2017,2,-1,-3,-1.1128723621368408,-3.112872362136841,5.03481653506035,3.03481653506035
15/10/2017,2,3,1,6.8607940673828125,4.8607940673828125,5.08820936291266,3.08820936291266
22/10/2017,-4,3,7,5.907818794250487,9.907818794250488,-0.302028609064859,3.697971390935141
29/10/2017,0,2,2,-0.5864716172218323,-0.5864716172218323,-1.17498109805982,-1.17498109805982
05/11/2017,3,2,-1,-0.5419588088989258,-3.541958808898926,-2.4591456334447597,-5.459145633444759
12/11/2017,8,-4,-12,-0.6093696355819702,-8.60936963558197,1.8425342935058502,-6.15746570649415
19/11/2017,4,0,-4,0.14879411458969116,-3.851205885410309,-3.14152474944659,-7.1415247494465905
26/11/2017,-3,3,6,0.9921242594718932,3.9921242594718933,-1.2731474191416499,1.7268525808583501
03/12/2017,7,8,1,0.7906667590141296,-6.20933324098587,4.26031961298495,-2.73968038701505
10/12/2017,4,4,0,2.0196273326873784,-1.9803726673126216,3.31883331232446,-0.6811666876755398
17/12/2017,-1,-3,-2,2.48152756690979,3.48152756690979,2.05786423749589,3.05786423749589
24/12/2017,-5,7,12,4.557717323303223,9.557717323303223,2.64845395635339,7.64845395635339
