,Observerd,LSTM-NN
0,-0.01159021529191372,0.07679685950279236
1,0.005006784249009633,0.10014551877975464
2,0.02160378379215053,0.13875198364257812
3,0.03820078332198615,0.1730855107307434
4,0.05479778287843232,0.15679329633712769
5,0.06977199497610216,0.15613889694213867
6,0.07500948245416673,0.1453368365764618
7,0.07862418249563043,0.08654314279556274
8,0.08020451900222965,0.07793262600898743
9,0.06957867418876464,0.14145231246948242
10,0.05691846581825967,0.1932583749294281
11,0.053958901019907676,0.17752283811569214
12,0.06069997974935772,0.1572783887386322
13,0.06393305510653917,0.09959346055984497
14,0.04611811007488081,0.027843236923217773
15,0.02479516167095385,0.00466465950012207
16,0.0034722132559391575,0.01162382960319519
17,-0.0040088321961085326,0.014959871768951416
18,0.0023520253125932336,0.021327883005142212
19,0.008712882823512546,0.02983739972114563
20,0.015073740332214314,0.049510449171066284
21,0.021434597840916083,0.06349164247512817
22,0.01902365622507892,0.03874245285987854
23,0.007840915480267753,0.01494508981704712
24,-0.003341825262325871,0.02091643214225769
25,-0.014524566007137044,0.04577755928039551
26,-0.025707306747513117,0.04011952877044678
27,-0.036890047483454105,0.011422276496887207
28,-0.03453549191165132,0.008707165718078613
29,-0.01864363998553627,0.05928298830986023
30,-0.0027517880638563154,0.07412758469581604
31,0.013140063857823639,0.10115000605583191
32,0.013470504183336523,0.15493589639663696
33,-0.0017604670873176563,0.10539722442626953
34,-0.009327269596499078,0.009903132915496826
35,-0.009229903346425289,0.02189144492149353
36,-0.009132537098569047,0.0517427921295166
37,-0.007712732553634819,0.03436237573623657
38,-0.004970489716057698,0.020936638116836548
39,0.0,0.013288229703903198
40,0.018339970980288528,0.08698409795761108
41,0.03406979945344554,0.1283501386642456
42,0.02076929167280373,0.25173622369766235
43,0.002630394510984909,0.24068838357925415
44,0.010674889509595172,0.1436878740787506
45,0.0376983047249769,0.0630975067615509
46,0.024393020704396817,0.10603395104408264
47,0.019957926030870123,0.12608322501182556
48,0.008870189347053387,0.14423203468322754
49,-0.008870189347053387,0.09314477443695068
50,0.0022175473367633466,0.08717668056488037
51,0.0332632100514502,0.08038166165351868
