"","x"
"1",16.2845248786129
"2",-1.851508050035
"3",-0.273357191774808
"4",-6.6255219138024
"5",0.58804265287929
"6",-3.60875073376639
"7",-1.66371495484792
"8",4.20645044991855
"9",9.95502631764995
"10",8.48686788438056
"11",1.81211898974558
"12",-7.55968262115169
"13",-9.04960258585845
"14",-10.1881331365844
"15",-11.6969352228309
"16",-10.1132907093111
"17",-10.0110181682895
"18",10.8378585951105
"19",9.55167916679486
"20",4.00118493485232
"21",-6.5475438583718
"22",7.38010380449346
"23",6.87486250710845
"24",-5.35739658450024
"25",-2.33312831492083
"26",-5.39528751609461
"27",-8.2864245324931
"28",2.75945963964811
"29",-5.69125596831375
"30",-5.00034715357067
"31",-0.334876951059295
"32",-2.39520024847611
"33",-1.46919167378982
"34",-0.787610379292275
"35",-0.316881592796883
"36",0.0131494097172968
"37",0.27450738001227
"38",2.1481242886581
"39",-6.10425761297188
"40",5.6258404658159
"41",4.59231139506389
"42",3.83992662070598
"43",0.25769816742995
"44",-1.80471504448121
"45",-0.231006715111398
"46",1.79386527359314
"47",2.36128893945197
"48",4.61617857713261
"49",-0.405260065402482
"50",4.04940469263045
"51",2.6818779874759
"52",2.40616904211801
