"","x"
"1",32.4425623134799
"2",33.103454093037
"3",34.6989873419264
"4",56.1096938773188
"5",67.641935483871
"6",79.5136576239476
"7",71.8069416357052
"8",59.5132743359671
"9",46.0055568978014
"10",103.231136857284
"11",128.862654575433
"12",17.3936139829423
"13",4.6453014808385
"14",36.3807690715416
"15",24.7311836048613
"16",26.5199678130371
"17",5.10210998022399
"18",-16.878796678471
"19",33.1499792943475
"20",21.7467259986757
"21",30.1857903638932
"22",18.4611883258368
"23",30.4031351698897
"24",21.7071134362282
"25",18.4403208178769
"26",11.2306803391292
"27",-21.9087820416091
"28",4.2429649769465
"29",11.6540340641632
"30",21.3825699240932
"31",2.70504140513626
"32",-1.39557948162539
"33",6.1445016019651
"34",8.89804570723875
"35",9.92892092912984
"36",11.0655981711188
"37",9.32254527638586
"38",9.91159574986087
"39",10.4686549614256
"40",9.48227540835979
"41",11.4594123140161
"42",12.4651320643825
"43",9.78772549965465
"44",8.08029454260099
"45",12.9220786875897
"46",6.96349175114938
"47",7.15030208060616
"48",31.6505817131346
"49",13.1661128575977
"50",14.9432590228864
"51",13.9040809592783
"52",5.82238045658367
