"","x"
"1",19.7190083344368
"2",20.217718425317
"3",12.0304376093862
"4",8.50621210048701
"5",48.5484624968717
"6",-28.6114918449487
"7",-49.8701705008625
"8",34.3133578717229
"9",44.8738479162943
"10",46.7055016774997
"11",72.6760928202145
"12",52.3655389842652
"13",105.271157150386
"14",-30.4112982360673
"15",46.4099641270294
"16",39.0387691449786
"17",84.3397772062593
"18",27.0622658970612
"19",-3.09633463516924
"20",7.25701971020149
"21",13.6558701797831
"22",15.943969758973
"23",-5.18073356437656
"24",12.4281988806232
"25",12.5112579521845
"26",13.0552068832664
"27",10.289553851934
"28",13.1784394919708
"29",37.6674993706274
"30",21.7044195194168
"31",8.03830937093485
"32",-11.6929913946999
"33",-5.66961867708003
"34",0.587140859090677
"35",9.21073942618697
"36",15.0878470349801
"37",0.0396784263948711
"38",-8.02079836638375
"39",-6.83134827416713
"40",-13.2597588674782
"41",-18.4997303652091
"42",-11.6995688703406
"43",-2.73598342016681
"44",-4.63005849534301
"45",-9.24002966293082
"46",1.05590792928578
"47",6.2415055187294
"48",2.66746490888698
"49",-0.839072897556986
"50",0.101825828636551
"51",16.1995986261366
"52",-9.86499620354959
