"","x"
"1",-71.3605801841843
"2",129.253122512467
"3",49.1768849172873
"4",-50.6266368147748
"5",-141.036801334259
"6",141.263345739957
"7",-92.4349747981023
"8",298.773257926977
"9",99.3404793985121
"10",253.164180384727
"11",-28.6314387176221
"12",50.9586650715333
"13",13.7478592340866
"14",127.38498826382
"15",92.8749130566597
"16",152.183940926059
"17",217.720858828697
"18",150.944891591424
"19",41.5246072749765
"20",76.1043261830125
"21",42.4544992552771
"22",71.7754087574007
"23",88.3413419253553
"24",83.3045084089595
"25",88.9818436287919
"26",75.9963810801299
"27",75.5658231759819
"28",80.1732923521985
"29",72.9776339641591
"30",77.4334894292326
"31",57.183988841353
"32",55.6281133665978
"33",71.4077984835348
"34",90.4500928623676
"35",68.4350389945371
"36",56.9090997848507
"37",42.0276576546118
"38",33.7617048412251
"39",86.2845646174228
"40",87.7963437155917
"41",66.8612042672993
"42",62.918872179085
"43",65.4172169848445
"44",66.7709887501275
"45",70.9477626017508
"46",70.1562603423403
"47",60.5790305441456
"48",48.6214351059666
"49",43.990033113849
"50",42.5486978779285
"51",46.4735157891526
"52",39.0705166154871
