"","x"
"1",84.1695232158285
"2",2.37609685627582
"3",-3.33503233170699
"4",-14.3514630589131
"5",-0.959668624692035
"6",9.9131942670411
"7",1.28634692083963
"8",11.0369837817861
"9",2.74153892733061
"10",21.2987933205013
"11",69.5983252491104
"12",62.695827244938
"13",36.7008445813561
"14",9.06431083020809
"15",-8.29374940831469
"16",3.81785032581666
"17",8.7484756823161
"18",-7.40238995240519
"19",-3.68343857377174
"20",0.196779462033548
"21",4.69388844912658
"22",3.39274540205046
"23",-2.4367277338877
"24",-8.7841783938452
"25",-21.4990272078953
"26",-32.7935621457841
"27",-46.5663325034502
"28",-26.4793601277557
"29",119.155834148047
"30",173.506260058606
"31",303.629875997618
"32",358.292105261473
"33",98.661046474436
"34",35.6882968676571
"35",95.1262257556146
"36",-27.20440942229
"37",65.5545926224266
"38",75.4919354156242
"39",35.0846417827593
"40",61.5145397653722
"41",46.840266782495
"42",-13.7811776708005
"43",-42.7438733256705
"44",-14.8334413811362
"45",97.087327510276
"46",19.0879597030959
"47",-28.3219706952653
"48",-24.5645579702276
"49",53.7759646159425
"50",63.3451516769033
"51",-64.2567966799863
"52",36.3322704111608
