"","x"
"1",6.4182560448914
"2",25.76755865967
"3",47.2669035297752
"4",20.9452629971754
"5",22.7912091335296
"6",11.4559339008513
"7",9.19938455363134
"8",11.6329843905904
"9",21.4021835152929
"10",7.6404531822718
"11",8.12312597626794
"12",8.92772433037525
"13",17.0285926476049
"14",5.84373755555202
"15",14.5972529483853
"16",9.54671235947859
"17",5.77393056123892
"18",10.8118260978849
"19",6.50181165128076
"20",10.0606763406149
"21",5.7470774438211
"22",7.09281636315814
"23",2.80655677487488
"24",1.39609885340856
"25",2.79032822557329
"26",0.695043740618888
"27",2.77827944607739
"28",1.38475479905152
"29",6.23105151089974
"30",3.45704420722325
"31",1.37282198670738
"32",4.80256797809138
"33",3.41126223994762
"34",4.09025641025641
"35",2.70431903465529
"36",6.75787740218494
"37",7.36237402988532
"38",22.5082344861137
"39",37.684531372668
"40",39.4710743801653
"41",60.9712979573642
"42",64.6902065289807
"43",61.2845411324017
"44",37.6033218892085
"45",29.8360282396341
"46",24.1534696228542
"47",21.2036048526863
"48",24.0700591715976
"49",10.7164068300132
"50",21.4906705131983
"51",2.68177656817567
"52",3.5833743845046
