"","x"
"1",1.90927912520559
"2",4.48353631609745
"3",4.72218193815552
"4",8.51727487066328
"5",7.33861259356573
"6",1.78421213398748
"7",5.71829510986561
"8",1.76734444800864
"9",7.60460567707733
"10",1.95485996041597
"11",4.28602660423485
"12",1.52929944902285
"13",1.03941465822161
"14",1.03431769662878
"15",0.248033455832894
"16",1.49026898633411
"17",2.29013592587769
"18",1.37759435884439
"19",3.57713964151283
"20",3.69609484949201
"21",4.32053654049674
"22",4.0127395371339
"23",4.6799037656668
"24",-1.23216871605794
"25",2.72444096421102
"26",-0.17652022321575
"27",0.492898278719905
"28",0.654046134394551
"29",-0.143219727880952
"30",0.0647779072765892
"31",3.68292865830113
"32",0.640505869371548
"33",2.57647684944871
"34",-0.754894948184581
"35",0.503285213718569
"36",0.174877654767389
"37",-0.102999073490414
"38",0.868169214131979
"39",0.487069974228702
"40",0.197293495599853
"41",0.923806525623777
"42",1.14850854171938
"43",1.56613066035185
"44",0.835440533801148
"45",0.6890766063964
"46",1.02473208095385
"47",0.701091106965509
"48",0.546569304302008
"49",0.534561639387375
"50",0.371400352656562
"51",0.58283095176049
"52",0.540509072012316
