"","x"
"1",5.92884599766673
"2",9.79418401501352
"3",18.4491360516239
"4",10.8705086878855
"5",5.69212961574507
"6",37.8736206322413
"7",38.6408608193708
"8",15.9434922130303
"9",34.6868188526159
"10",8.21513107536097
"11",4.35146140739815
"12",19.5815763332917
"13",16.9897481481481
"14",11.2979331271058
"15",5.89149273615429
"16",16.7393855277347
"17",7.56315739480383
"18",6.29892157359121
"19",3.81801442381464
"20",12.6481128478841
"21",12.2440138716554
"22",6.73410719949255
"23",7.51008750684139
"24",7.54012825864228
"25",4.19192942040176
"26",3.76784800045509
"27",2.93212426383609
"28",5.82778867431376
"29",9.98884662538116
"30",12.4540442905793
"31",14.1170102542527
"32",18.0798752144751
"33",20.5954509803922
"34",20.6306329049992
"35",27.3817389031612
"36",41.7177239349341
"37",30.4887321351092
"38",18.7346188551039
"39",20.7691226088121
"40",24.7728256784184
"41",37.6244861800693
"42",16.9974775473125
"43",30.5537039414559
"44",18.0019733339153
"45",20.9033155134076
"46",8.74047211377868
"47",0.755481224504402
"48",8.49004824219314
"49",2.93306773563898
"50",0.500351580881889
"51",0.956665337965146
"52",1.49886414201738
