"","x"
"1",10.9116360194051
"2",10.5158165753153
"3",17.1205673112659
"4",66.8291346411752
"5",17.0861494197788
"6",10.1261383088764
"7",1.63445286009146
"8",4.47320584439682
"9",13.6668407938566
"10",-0.606735240995286
"11",27.7971913367175
"12",2.397716233554
"13",2.68282852254605
"14",-2.25156886174769
"15",-3.35389556133796
"16",-1.53988587001291
"17",-5.13770237491993
"18",-11.7935700128498
"19",-8.75552050369074
"20",-2.60243295560032
"21",0.0702697061753943
"22",-2.56904829231645
"23",-1.85980282978675
"24",-5.34578361213814
"25",-2.89519019297739
"26",0.834408993130371
"27",0.415351077874675
"28",3.84397606098674
"29",6.99834201497696
"30",3.70968816734362
"31",1.00571895099878
"32",2.53593352765606
"33",15.2138813056729
"34",-13.7550431632003
"35",-6.02728351197097
"36",-5.16587801394573
"37",-5.17682199871619
"38",1.99637248546603
"39",1.22658227564251
"40",0.581417345099528
"41",8.33678790011914
"42",5.03971806675165
"43",10.7540547189617
"44",10.1549138265898
"45",16.574163202819
"46",5.20842187898991
"47",4.26733577915988
"48",2.39392776752328
"49",5.27442403532649
"50",4.80388820156932
"51",4.4049437202736
"52",4.14348816301496
