"","x"
"1",13.2974368995947
"2",13.8878471772187
"3",14.1083209419162
"4",14.8115095302927
"5",14.3614650073476
"6",13.2200460385587
"7",14.0013635537
"8",14.1768226932321
"9",15.2119683742948
"10",15.5901552084864
"11",14.1523954713525
"12",12.6194758018908
"13",13.4359566823891
"14",15.7674373700711
"15",15.5800175184727
"16",11.0650829140263
"17",17.0705902602419
"18",17.5809777399047
"19",4.69692439102934
"20",5.52758073109354
"21",0.615878052018893
"22",-0.111068943880318
"23",6.99754862068395
"24",7.2127144897027
"25",0.033504849027902
"26",0.210625270683732
"27",3.18433277946908
"28",2.24001493073671
"29",4.61960555172282
"30",0.851692814023216
"31",-0.228589330694666
"32",0.0347013811784276
"33",0.336992024486476
"34",0.452038873447845
"35",2.46605549294917
"36",1.40171596917862
"37",0.433609312056919
"38",0.338300465621359
"39",0.422825875396024
"40",-0.133830115271286
"41",-0.0549347054725349
"42",0.100514123967483
"43",0.415977324000694
"44",0.569202804466372
"45",0.424824720851868
"46",0.00954633648818528
"47",0.0129842805405731
"48",0
"49",0.0157834831931822
"50",0
"51",0.0239880736350177
"52",0.00874617698904444
