"","x"
"1",38.3988206841166
"2",8.07961503842206
"3",-20.6274724460138
"4",-45.2058383658547
"5",-57.492676718148
"6",-26.1854693934685
"7",5.34982551884782
"8",0.190308949025166
"9",-13.6231578632052
"10",-14.7266010158694
"11",-6.64899026528695
"12",-10.1154258689902
"13",-0.380980260153315
"14",-6.46680843986593
"15",-6.15422282248261
"16",-0.400377281709801
"17",-2.35924120902195
"18",-1.30836560172712
"19",-2.55908576440996
"20",-2.36595629010992
"21",-3.74253853966368
"22",-1.51391573116125
"23",-2.09917435598356
"24",1.38614717016593
"25",0.0661914001318529
"26",4.1826396966701
"27",1.64092205139841
"28",-0.241699433486918
"29",1.18712933037077
"30",-4.86436207561471
"31",-2.64721487026759
"32",-4.67530919186279
"33",1.38054975804971
"34",-3.88383763366265
"35",-3.54507961249065
"36",-2.65982375474285
"37",0.0526513402787037
"38",-0.0676193955313303
"39",-1.52263833566474
"40",-0.393160046262464
"41",-1.49761906748793
"42",-0.845016357340748
"43",-0.819506887405508
"44",1.4208723492367
"45",0.900915124477488
"46",0.827932467520821
"47",0.633679156245117
"48",0.497156734087612
"49",1.50109633460806
"50",0.0361124956835839
"51",1.57287406019354
"52",1.35478206601539
