,Observed,Naive-Week1,Naive-Week2,Naive-Week3,Naive-Week4
52,-5.226592055,3.0,16.0,19.0,10.0
53,2.257802648,-5.226592055,3.0,16.0,19.0
54,9.742197352,2.257802648,-5.226592055,3.0,16.0
55,17.22659205,9.742197352,2.257802648,-5.226592055,3.0
56,24.71098676,17.22659205,9.742197352,2.257802648,-5.226592055
57,31.46358764,24.71098676,17.22659205,9.742197352,2.257802648
58,33.8254256,31.46358764,24.71098676,17.22659205,9.742197352
59,35.45546974,33.8254256,31.46358764,24.71098676,17.22659205
60,36.16812037,35.45546974,33.8254256,31.46358764,24.71098676
61,31.37640989,36.16812037,35.45546974,33.8254256,31.46358764
62,25.66730589,31.37640989,36.16812037,35.45546974,33.8254256
63,24.33269411,25.66730589,31.37640989,36.16812037,35.45546974
64,27.37257453,24.33269411,25.66730589,31.37640989,36.16812037
65,28.83052553,27.37257453,24.33269411,25.66730589,31.37640989
66,20.79689994,28.83052553,27.37257453,24.33269411,25.66730589
67,11.18134493,20.79689994,28.83052553,27.37257453,24.33269411
68,1.565789915,11.18134493,20.79689994,28.83052553,27.37257453
69,-1.807777507,1.565789915,11.18134493,20.79689994,28.83052553
70,1.0606426629999999,-1.807777507,1.565789915,11.18134493,20.79689994
71,3.929062834,1.0606426629999999,-1.807777507,1.565789915,11.18134493
72,6.797483004,3.929062834,1.0606426629999999,-1.807777507,1.565789915
73,9.665903174,6.797483004,3.929062834,1.0606426629999999,-1.807777507
74,8.578692282999999,9.665903174,6.797483004,3.929062834,1.0606426629999999
75,3.5358503289999996,8.578692282999999,9.665903174,6.797483004,3.929062834
76,-1.506991624,3.5358503289999996,8.578692282999999,9.665903174,6.797483004
77,-6.549833577999999,-1.506991624,3.5358503289999996,8.578692282999999,9.665903174
78,-11.59267553,-6.549833577999999,-1.506991624,3.5358503289999996,8.578692282999999
79,-16.63551748,-11.59267553,-6.549833577999999,-1.506991624,3.5358503289999996
80,-15.573733800000001,-16.63551748,-11.59267553,-6.549833577999999,-1.506991624
81,-8.407324469,-15.573733800000001,-16.63551748,-11.59267553,-6.549833577999999
82,-1.24091514,-8.407324469,-15.573733800000001,-16.63551748,-11.59267553
83,5.925494189,-1.24091514,-8.407324469,-15.573733800000001,-16.63551748
84,6.074505811,5.925494189,-1.24091514,-8.407324469,-15.573733800000001
85,-0.793880274,6.074505811,5.925494189,-1.24091514,-8.407324469
86,-4.206119726,-0.793880274,6.074505811,5.925494189,-1.24091514
87,-4.162212546,-4.206119726,-0.793880274,6.074505811,5.925494189
88,-4.118305367,-4.162212546,-4.206119726,-0.793880274,6.074505811
89,-3.47804641,-4.118305367,-4.162212546,-4.206119726,-0.793880274
90,-2.2414356769999997,-3.47804641,-4.118305367,-4.162212546,-4.206119726
91,0.0,-2.2414356769999997,-3.47804641,-4.118305367,-4.162212546
92,8.270385337999999,0.0,-2.2414356769999997,-3.47804641,-4.118305367
93,15.36373041,8.270385337999999,0.0,-2.2414356769999997,-3.47804641
94,9.365884249,15.36373041,8.270385337999999,0.0,-2.2414356769999997
95,1.18617288,9.365884249,15.36373041,8.270385337999999,0.0
96,4.81382712,1.18617288,9.365884249,15.36373041,8.270385337999999
97,17.0,4.81382712,1.18617288,9.365884249,15.36373041
98,11.0,17.0,4.81382712,1.18617288,9.365884249
99,9.0,11.0,17.0,4.81382712,1.18617288
100,4.0,9.0,11.0,17.0,4.81382712
101,-4.0,4.0,9.0,11.0,17.0
102,1.0,-4.0,4.0,9.0,11.0
103,15.0,1.0,-4.0,4.0,9.0
