,Observerd,LSTM-NN
0,0.26011314488280496,1.3444067239761353
1,0.3251414311035062,2.495330333709717
2,0.736987243834614,1.0164427757263184
3,0.9537481979036181,0.8487926721572876
4,1.2355374381933235,0.5202959775924683
5,1.1271569611588215,0.7991638779640198
6,0.9754242933105185,1.1625193357467651
7,0.7586633392415144,1.4127167463302612
8,1.9725246820279374,1.7067819833755493
9,0.368493621917307,1.4866201877593994
10,0.628606766800112,1.3687986135482788
11,0.5635784805794107,1.080822229385376
12,0.628606766800112,2.0004019737243652
13,0.0,0.8478143215179443
14,1.1921852473795227,1.1429548263549805
15,-0.28178924028970537,1.0259180068969727
16,0.6069306713932116,1.1262143850326538
17,0.47687409895180904,0.7437210083007812
18,0.4335219081380082,1.366694450378418
19,0.5419023851725103,0.7844336032867432
20,0.23843704947590452,1.2978830337524414
21,0.6719589576139128,0.8322796821594238
22,0.3468175265104066,1.3735876083374023
23,0.3901697173242074,0.9551042318344116
24,0.1950848586621037,0.9529710412025452
25,0.1734087632552033,1.2488110065460205
26,0.368493621917307,0.7812707424163818
27,0.3901697173242074,0.7569118738174438
28,0.3251414311035062,0.5402613878250122
29,0.0,0.6027097105979919
30,0.5852545759863111,1.054997205734253
31,0.4335219081380082,0.704314112663269
32,0.3901697173242074,0.6880192160606384
33,0.1950848586621037,0.4072646498680115
34,-0.4118458127311078,0.7936039566993713
35,-0.13005657244140248,0.9621652364730835
36,0.368493621917307,0.881367564201355
37,0.26011314488280496,0.46354570984840393
38,0.3034653356966058,0.27565354108810425
39,0.1950848586621037,0.3066793382167816
40,0.13005657244140248,0.5261622071266174
41,0.26011314488280496,1.012741208076477
42,0.10838047703450206,1.3922135829925537
43,0.06502828622070124,0.4689827263355255
44,0.13005657244140248,0.39846211671829224
45,0.23843704947590452,0.44779232144355774
46,1.4956505830761284,0.40754300355911255
47,-0.26011314488280496,0.5605292916297913
48,0.5202262897656099,0.36778631806373596
49,0.1734087632552033,0.48245447874069214
50,-1.0621286749381202,1.8920648097991943
51,0.06502828622070124,0.34423884749412537
