Date,Observed,Naive,Naive-Error,LSTM-NN,LSTM-NN-Error,SARIMA,SARIMA-Error
02/01/2017,-1.265403139,22.0,23.265403139,16.007749557495114,17.273152696495114,5.28779424563619,6.55319738463619
09/01/2017,-0.088467713,16.0,16.088467713,0.6487506031990051,0.7372183161990051,-2.21928897780333,-2.13082126480333
16/01/2017,1.088467713,6.0,4.911532287,16.303804397583008,15.215336684583008,-14.1789635399562,-15.2674312529562
23/01/2017,2.265403139,-1.265403139,-3.530806278,1.388000726699829,-0.8774024123001709,-22.763991683975,-25.029394822975
30/01/2017,3.442338564,-0.088467713,-3.530806277,13.114726066589355,9.672387502589356,34.38645802756211,30.944119463562107
06/02/2017,5.857293771,1.088467713,-4.768826058,18.98690795898437,13.129614187984371,1.5379109705821001,-4.3193828004179
13/02/2017,15.70036766,2.265403139,-13.434964521,3.202312469482422,-12.498055190517578,8.832869024197699,-6.867498635802301
20/02/2017,26.78146134,3.442338564,-23.339122776,10.967941284179688,-15.813520055820312,3.12387689617766,-23.65758444382234
27/02/2017,35.68614779,5.857293771,-29.828854018999998,15.97734260559082,-19.70880518440918,17.591100415312802,-18.095047374687198
06/03/2017,31.53239087,15.70036766,-15.832023210000001,1.5881226062774658,-29.944268263722535,57.2456649119615,25.713274041961498
13/03/2017,25.20222673,26.78146134,1.5792346100000003,9.901592254638672,-15.300634475361328,56.322430397793894,31.120203667793895
20/03/2017,18.79777327,35.68614779,16.88837452,24.30014228820801,5.502369018208011,47.8479185937724,29.050145323772398
27/03/2017,12.31903049,31.53239087,19.21336038,8.375033378601074,-3.943997111398925,24.305940858169798,11.986910368169799
03/04/2017,6.115747364,25.20222673,19.086479366,-2.0497395992279053,-8.165486963227906,11.2039553709912,5.0882080069911995
10/04/2017,1.565222145,18.79777327,17.232551125,-0.14750945568084714,-1.712731600680847,-5.9777218572332,-7.5429440022332
17/04/2017,-2.709843423,12.31903049,15.028873913,-8.641241073608397,-5.931397650608396,4.893886972800759,7.60373039580076
24/04/2017,-6.984908991,6.115747364,13.100656355,-13.723563194274902,-6.738654203274902,8.061947180790451,15.046856171790452
01/05/2017,-2.1375327840000002,1.565222145,3.702754929,-3.977097749710083,-1.8395649657100828,7.70436877554166,9.841901559541661
08/05/2017,11.8322852,-2.709843423,-14.542128623,-1.597087025642395,-13.429372225642394,-3.4714723672167795,-15.30375756721678
15/05/2017,25.80210318,-6.984908991,-32.787012171,-7.5832786560058585,-33.385381836005855,0.00693179952519074,-25.79517138047481
22/05/2017,39.77192116,-2.137532784,-41.909453944,6.237852573394775,-33.53406858660522,5.955029597534269,-33.81689156246573
29/05/2017,53.74173914,11.8322852,-41.90945394,5.048544883728027,-48.69319425627197,4.32820870585497,-49.41353043414503
05/06/2017,79.78268059,25.80210318,-53.980577409999995,39.49032974243164,-40.29235084756836,-0.0272824768502933,-79.80996306685029
12/06/2017,117.89474550000001,39.77192116,-78.12282434000002,3.9484903812408447,-113.94625511875917,-3.63760949709979,-121.5323549970998
19/06/2017,156.0068104,53.74173914,-102.26507126000001,-37.88581466674805,-193.89262506674805,-16.198525715112602,-172.2053361151126
26/06/2017,194.1188753,79.78268059,-114.33619471000002,-23.714948654174805,-217.83382395417482,-2.64857714387034,-196.76745244387035
03/07/2017,232.23094019999996,117.8947455,-114.33619469999996,93.39117431640624,-138.8397658835937,20.6791592050547,-211.55178099494526
10/07/2017,270.3430052,156.0068104,-114.33619479999999,181.3046417236328,-89.03836347636718,52.0214736395225,-218.3215315604775
17/07/2017,254.63348939999997,194.1188753,-60.51461409999996,290.99267578125,36.359186381250026,178.020691789424,-76.61279761057597
24/07/2017,185.1023931,232.2309402,47.12854709999999,423.0265808105469,237.92418771054687,221.891509186288,36.789116086288004
31/07/2017,115.57129669999999,270.3430052,154.7717085,370.9823913574219,255.41109465742187,336.110248234926,220.538951534926
07/08/2017,46.04020039,254.6334894,208.59328901,36.64622116088867,-9.39397922911133,251.267468365845,205.227267975845
14/08/2017,6.959799614,185.1023931,178.142593486,-36.36127853393555,-43.321078147935545,59.026949377058294,52.067149763058296
21/08/2017,-1.6699055790000001,115.5712967,117.241202279,30.34178733825684,32.01169291725684,128.654437373537,130.324342952537
28/08/2017,1.6699055790000001,46.04020039,44.370294811,-11.353288650512695,-13.023194229512695,-36.9302716115129,-38.6001771905129
04/09/2017,16.97923309,6.959799614,-10.019433476000001,-35.87910842895508,-52.85834151895508,42.121220769611604,25.141987679611603
11/09/2017,32.28856059,-1.669905579,-33.958466169000005,-24.93045425415039,-57.219014844150394,59.88897061042971,27.600410020429706
18/09/2017,30.90466375,1.669905579,-29.234758171000003,-10.432415008544922,-41.33707875854492,30.6101699416538,-0.29449380834619987
25/09/2017,12.82754257,16.97923309,4.151690520000001,57.76762008666992,44.94007751666992,58.4207035725618,45.5931610025618
02/10/2017,0.0,32.28856059,32.28856059,45.39587020874024,45.39587020874024,49.780333329542295,49.780333329542295
09/10/2017,18.66992915,30.90466375,12.2347346,32.565567016601555,13.895637866601554,-6.63872994893178,-25.30865909893178
16/10/2017,36.83740239,12.82754257,-24.009859820000003,-29.986541748046875,-66.82394413804687,-29.597514117404998,-66.434916507405
23/10/2017,20.49266846,0.0,-20.49266846,-2.5476369857788086,-23.04030544577881,1.7005992342399698,-18.79206922576003
30/10/2017,-1.604099986,18.66992915,20.274029136000003,22.92449951171875,24.52859949771875,90.3997105240455,92.0038105100455
06/11/2017,1.604099986,36.83740239,35.233302404,76.91333770751953,75.30923772151954,38.7178428389197,37.1137428529197
