Date,Observed,Naive,Naive-Error,LSTM-NN,LSTM-NN-Error,SARIMA,SARIMA-Error
31/12/2016,2,22,20,106.8995132446289,104.8995132446289,1.4315482261379902,-0.5684517738620098
07/01/2017,0,2,2,7.024147987365723,7.024147987365723,6.34889324827384,6.34889324827384
14/01/2017,2,2,0,-53.93045043945313,-55.93045043945313,25.103269488837398,23.103269488837398
21/01/2017,3,0,-3,5.722084045410156,2.7220840454101562,46.7748973266767,43.7748973266767
28/01/2017,1,2,1,21.39219284057617,20.39219284057617,21.3147719685314,20.3147719685314
04/02/2017,0,3,3,9.80144214630127,9.80144214630127,24.1679243417801,24.1679243417801
11/02/2017,0,1,1,-5.794039726257324,-5.794039726257324,11.434959687474,11.434959687474
18/02/2017,0,0,0,11.928390502929688,11.928390502929688,9.13809365659249,9.13809365659249
25/02/2017,0,0,0,-0.62147057056427,-0.62147057056427,11.4332491190745,11.4332491190745
04/03/2017,0,0,0,23.7900447845459,23.7900447845459,20.6024003594121,20.6024003594121
11/03/2017,0,0,0,-5.762706756591798,-5.762706756591798,7.34633067939702,7.34633067939702
18/03/2017,0,0,0,-1.291030764579773,-1.291030764579773,8.13098212414771,8.13098212414771
25/03/2017,0,0,0,6.9892354011535645,6.9892354011535645,8.7487440381558,8.7487440381558
01/04/2017,0,0,0,-4.396871566772462,-4.396871566772462,16.7484557364033,16.7484557364033
08/04/2017,0,0,0,-1.6761031150817869,-1.6761031150817869,5.825549821357679,5.825549821357679
15/04/2017,0,0,0,0.5844139456748962,0.5844139456748962,14.4203012483884,14.4203012483884
22/04/2017,0,0,0,-4.939189434051514,-4.939189434051514,9.3117053512855,9.3117053512855
29/04/2017,0,0,0,-3.20053505897522,-3.20053505897522,5.76404229578589,5.76404229578589
06/05/2017,0,0,0,-0.9464129209518432,-0.9464129209518432,10.7684961958723,10.7684961958723
13/05/2017,0,0,0,-0.9825748205184937,-0.9825748205184937,6.44485391714424,6.44485391714424
20/05/2017,0,0,0,-6.392666816711426,-6.392666816711426,9.91751398460921,9.91751398460921
27/05/2017,0,0,0,-3.918002843856812,-3.918002843856812,5.5963255153862,5.5963255153862
03/06/2017,0,0,0,-4.198498725891113,-4.198498725891113,6.97369822170163,6.97369822170163
10/06/2017,0,0,0,-0.5080782175064087,-0.5080782175064087,2.78608870048766,2.78608870048766
17/06/2017,0,0,0,0.3726063072681427,0.3726063072681427,1.3897503524168997,1.3897503524168997
24/06/2017,1,0,-1,-0.31192636489868164,-1.3119263648986816,2.7781110808108402,1.7781110808108402
01/07/2017,1,0,-1,-1.6818617582321167,-2.6818617582321167,0.692210125779889,-0.30778987422011095
08/07/2017,0,1,1,0.2506648004055023,0.2506648004055023,2.76931440652371,2.76931440652371
15/07/2017,0,1,1,-2.2727341651916504,-2.2727341651916504,1.3824841724454298,1.3824841724454298
22/07/2017,0,0,0,-1.1677957773208618,-1.1677957773208618,6.177598491195309,6.177598491195309
29/07/2017,2,0,-2,-0.3217781484127045,-2.3217781484127045,3.42692514647854,1.4269251464785402
05/08/2017,3,0,-3,2.460430145263672,-0.5395698547363281,1.36399744135266,-1.63600255864734
12/08/2017,2,2,0,-1.7759413719177246,-3.7759413719177246,4.771890188617549,2.771890188617549
19/08/2017,8,3,-5,0.9561868906021118,-7.043813109397888,3.37796306100011,-4.62203693899989
26/08/2017,2,2,0,2.209108591079712,0.20910859107971191,4.05323652184138,2.05323652184138
02/09/2017,7,8,1,13.623083114624025,6.623083114624025,2.67583212735165,-4.32416787264835
09/09/2017,7,2,-5,28.102252960205078,21.102252960205078,6.62084257206208,-0.37915742793791996
16/09/2017,10,7,-3,-5.376456737518311,-15.37645673751831,7.2730629410506795,-2.7269370589493205
23/09/2017,1,7,6,67.52285766601561,66.52285766601561,22.4508043982305,21.4508043982305
30/09/2017,7,10,3,21.04471778869629,14.044717788696289,37.5252703471829,30.525270347182897
07/10/2017,1,1,0,37.96130752563477,36.96130752563477,38.4255263879687,37.4255263879687
14/10/2017,4,7,3,25.197906494140625,21.197906494140625,61.482768015256795,57.482768015256795
21/10/2017,5,1,-4,48.49580001831055,43.49580001831055,63.4239389603815,58.4239389603815
28/10/2017,13,4,-9,12.246037483215332,-0.753962516784668,46.8959376739009,33.8959376739009
04/11/2017,5,5,0,51.57497024536133,46.57497024536133,38.3107677604602,33.3107677604602
11/11/2017,1,13,12,29.35994911193848,28.35994911193848,29.100319158112697,28.100319158112697
18/11/2017,6,5,-1,27.42070770263672,21.42070770263672,27.8894645941546,21.8894645941546
25/11/2017,2,1,-1,9.488205909729004,7.488205909729004,21.7461317374264,19.7461317374264
02/12/2017,2,6,4,-1.3515392541885376,-3.3515392541885376,26.500196206646198,24.500196206646198
09/12/2017,6,2,-4,19.091646194458008,13.091646194458008,11.3956390628624,5.395639062862401
16/12/2017,0,2,2,-8.18561840057373,-8.18561840057373,1.64546884513798,1.64546884513798
23/12/2017,0,6,6,12.588622093200685,12.588622093200685,4.209616511109029,4.209616511109029
