"","x"
"1",32.4825218294528
"2",7.2134818546434
"3",-21.0318719356619
"4",-46.862444647002
"5",-54.8812589369953
"6",-22.8332642975516
"7",4.54454833237489
"8",-2.7268832103133
"9",-12.2759410094634
"10",-19.1189466370993
"11",-13.7727665032436
"12",-10.8889199763945
"13",-5.82478719972256
"14",-11.6734586398754
"15",-10.2205602061039
"16",0.0556450384922389
"17",-9.17263725702753
"18",-4.2956963845124
"19",-2.10349518939383
"20",-4.9340721881219
"21",4.51908554458595
"22",-1.31006954715897
"23",-3.82368119588633
"24",2.45798233856294
"25",1.22601662007167
"26",1.55827396512457
"27",0.85604089134362
"28",1.93457932039019
"29",0.219054022810927
"30",-1.87066866426488
"31",-1.793679023197
"32",-4.04774915140865
"33",1.4490426247412
"34",-3.3193665442607
"35",-3.82457414101903
"36",-2.31151103090686
"37",1.62803963366747
"38",1.40364587648208
"39",-0.36186329971619
"40",-2.82790047063318
"41",-1.57281150585766
"42",-1.38292744411257
"43",-2.48969831322863
"44",1.41777320061712
"45",1.47050326628724
"46",2.49578456413955
"47",0.941774697116922
"48",0.412484381012485
"49",1.03793146785591
"50",1.55458737593487
"51",0.980643155306956
"52",1.26070250542365
