,Observerd,PREDICTED
0,13.35814044,49.46800994873047
1,4.619380146,40.15067672729492
2,-4.119380146,19.942216873168945
3,-12.85814044,24.311166763305664
4,-21.59690073,7.028024196624756
5,-20.33488513,28.455907821655273
6,40.93178586,24.461585998535156
7,112.19923270000001,6.0451154708862305
8,166.0888975,37.975982666015625
9,115.7118697,90.63938903808594
10,47.95705989,52.63304901123047
11,65.04294011,-3.1015658378601074
12,166.96951040000002,32.579410552978516
13,244.26405380000003,-17.451765060424805
14,173.7664357,-2.918586492538452
15,78.63679075,110.26200866699219
16,-16.49285424,50.845584869384766
17,-47.5648225,79.47420501708984
18,-14.57911401,7.3327813148498535
19,18.40659447,-105.25830078125
20,51.39230295,-26.414554595947266
21,84.37801144,86.058837890625
22,90.7831428,37.240089416503906
23,70.60769705,8.055635452270508
24,50.43225129,11.903791427612305
25,30.25680554,44.65632247924805
26,10.08135978,62.977622985839844
27,-10.09408597,25.515405654907227
28,-16.81499249,-13.400910377502441
29,-10.08135978,-25.830059051513672
30,-3.347727073,-38.817081451416016
31,3.385905638,26.37364387512207
32,-3.385905638,72.43043518066406
33,-23.6631609,51.933841705322266
34,23.6631609,10.563949584960938
35,138.59305980000002,25.680482864379883
36,253.5229586,34.07784652709961
37,245.2149494,61.788108825683594
38,113.66903219999999,-0.5610042810440063
39,0.0,-13.12784481048584
40,-6.407722229,30.760915756225586
41,3.3742936930000003,-15.129300117492676
42,3.033428537,-123.20195007324219
43,1.005416534,12.316994667053223
44,-0.005416534000000001,-1.5436956882476807
45,0.0,79.55901336669922
46,0.0,59.43887710571289
47,0.0,35.051361083984375
48,0.0,67.9844970703125
49,0.0,74.34101104736328
50,0.0,114.7189712524414
51,0.0,82.68744659423828
