,Observerd,PREDICTED
0,0.0,1.4069406986236572
1,0.0,1.70976722240448
2,0.0,2.1612555980682373
3,0.0,1.9902689456939697
4,0.0,2.1723995208740234
5,0.0,2.31587815284729
6,0.0,2.4572598934173584
7,0.0,2.674769401550293
8,0.0,2.7329087257385254
9,0.0,3.050523281097412
10,0.0,2.597874402999878
11,0.0,3.006587505340576
12,0.0,2.439905881881714
13,0.0,1.3824106454849243
14,0.0,0.2804100513458252
15,0.0,0.5958710312843323
16,0.0,-0.08086545765399933
17,0.0,-0.09870748221874237
18,0.0,-0.03971347212791443
19,0.0,-0.5591965913772583
20,0.0,-0.12875761091709137
21,0.0,0.44970494508743286
22,0.0,0.0315338671207428
23,0.0,1.5754666328430176
24,0.0,0.09292179346084595
25,0.0,-1.9118688106536865
26,0.0,-0.01223859190940857
27,0.0,-0.029977664351463318
28,0.0,0.2682171165943146
29,3.0,0.19107526540756226
30,0.0,0.10887862741947174
31,2.0,-2.1478452682495117
32,0.0,11.557177543640137
33,0.0,-3.0036892890930176
34,0.0,-0.4041743278503418
35,0.0,1.498110055923462
36,0.0,-3.6324658393859863
37,0.0,-0.4402863383293152
38,0.0,0.15648552775382996
39,0.0,-0.13652890920639038
40,0.0,0.04317334294319153
41,0.0,-0.2871316373348236
42,0.0,-1.1007956266403198
43,0.0,-0.6426788568496704
44,0.0,-0.609032392501831
45,0.0,-0.07155683636665344
46,0.0,-0.8150688409805298
47,0.0,-0.828483521938324
48,0.0,-1.1936414241790771
49,0.0,-0.44359949231147766
50,0.0,-0.5525391697883606
51,0.0,-0.37811267375946045
