"","x"
"1",-3.57877251089325
"2",-14.730408123022
"3",4.54259601917436
"4",-1.88010521209851
"5",2.68412276304636
"6",3.26137688739815
"7",9.58639671572255
"8",29.5343578378568
"9",36.8931106154765
"10",43.2480451218068
"11",21.8681014480255
"12",23.3432291473305
"13",14.309801380437
"14",8.7782376687916
"15",-0.370725429162641
"16",3.06598275900564
"17",-2.41665166949837
"18",-5.25077406032492
"19",6.21932713614554
"20",19.3924608458419
"21",24.4696577202677
"22",41.2484824906279
"23",43.3053539875519
"24",79.7182973465964
"25",115.642385160138
"26",157.278485150867
"27",198.537003791267
"28",244.234166245713
"29",289.108319194784
"30",202.341213784993
"31",144.911563919918
"32",101.51273704865
"33",-2.51145261472227
"34",2.08219847951011
"35",12.1656358547041
"36",11.2869639255461
"37",35.8644119727079
"38",44.0312648645583
"39",19.3274461369771
"40",-9.73130943594897
"41",-9.11150033077785
"42",56.3464034255374
"43",38.7139186608826
"44",-0.781111200636605
"45",-15.5825399625801
"46",18.0617797611078
"47",38.4584286460191
"48",-40.2937822453802
"49",29.1206733104901
"50",-44.9484222545187
"51",51.6437630674121
"52",13.2295892730454
