"","x"
"1",2.91488730465006
"2",-14.9385670220014
"3",16.3249995665117
"4",15.3451562820599
"5",35.0436450700286
"6",24.5259468822692
"7",44.5610212412599
"8",28.3419410630104
"9",48.7719513777248
"10",31.4091497516616
"11",40.2088610642647
"12",21.9319917621128
"13",33.1378726716927
"14",31.2300839011991
"15",30.8755690505266
"16",10.5270760978048
"17",9.76268051946307
"18",-2.8183385560753
"19",5.61839072757184
"20",11.6666116890803
"21",8.63776961797867
"22",11.4778752213087
"23",8.94515758182408
"24",8.86382382873542
"25",3.44164372205467
"26",0.621233684377229
"27",-5.99714490638204
"28",-4.9125473969612
"29",-17.311552019667
"30",-9.11788586038504
"31",-0.681477647726483
"32",1.34647869129798
"33",7.7451246438666
"34",5.86404013831661
"35",-2.89165807205671
"36",-3.72995148946545
"37",-0.772944247148679
"38",-6.09675937777069
"39",-2.05763173656364
"40",-6.51745488290808
"41",2.46429408415222
"42",12.2006538744697
"43",17.932613870237
"44",4.63637658560945
"45",-1.1361849026385
"46",9.03195994354079
"47",22.9681282550695
"48",-6.17960709451805
"49",14.3737933079874
"50",-3.8555492797114
"51",-4.4803001186515
"52",4.30140920926543
