,Observerd,PREDICTED
0,2.0,53.339962005615234
1,0.0,-48.52434539794922
2,2.0,-7.2828145027160645
3,3.0,11.19636058807373
4,1.0,19.575206756591797
5,0.0,2.396092653274536
6,0.0,8.147790908813477
7,0.0,10.643325805664062
8,0.0,0.02972656488418579
9,0.0,13.282792091369629
10,0.0,-11.431154251098633
11,0.0,16.29305648803711
12,0.0,-3.036590337753296
13,0.0,-2.541229486465454
14,0.0,4.334761619567871
15,0.0,-3.871950149536133
16,0.0,0.8236756324768066
17,0.0,-0.6215648651123047
18,0.0,-1.617935299873352
19,0.0,-5.427412509918213
20,0.0,-1.2881747484207153
21,0.0,-2.548861026763916
22,0.0,1.5252410173416138
23,0.0,0.7928996086120605
24,0.0,3.315433979034424
25,1.0,-0.9331506490707397
26,1.0,2.4778025150299072
27,0.0,-1.5364302396774292
28,0.0,2.150879383087158
29,0.0,-3.1463258266448975
30,2.0,-3.3774213790893555
31,3.0,-0.30886131525039673
32,2.0,-5.267434597015381
33,8.0,5.97522497177124
34,2.0,18.383981704711914
35,7.0,18.61920738220215
36,7.0,71.70736694335938
37,10.0,-2.057913303375244
38,1.0,84.93853759765625
39,7.0,46.45359802246094
40,1.0,27.783233642578125
41,4.0,5.088375568389893
42,5.0,54.24526596069336
43,13.0,8.464497566223145
44,5.0,33.97150421142578
45,1.0,17.596839904785156
46,6.0,10.853340148925781
47,2.0,10.143404006958008
48,2.0,-5.092568874359131
49,6.0,24.051410675048828
50,0.0,13.642533302307129
51,0.0,-2.3611645698547363
