,Observerd,PREDICTED
0,1.0,23.98419952392578
1,0.0,14.117300987243652
2,0.0,12.097806930541992
3,2.0,5.648181915283203
4,1.0,8.873617172241211
5,1.0,9.563170433044434
6,0.0,7.955535888671875
7,2.0,10.095672607421875
8,0.0,9.634259223937988
9,1.0,11.762411117553711
10,0.0,9.636102676391602
11,2.0,8.26379680633545
12,0.0,8.255404472351074
13,2.0,12.122350692749023
14,0.0,10.037311553955078
15,0.0,5.5995612144470215
16,0.0,0.735497236251831
17,0.0,5.148983478546143
18,0.0,1.5996112823486328
19,0.0,4.18493127822876
20,0.0,4.213028907775879
21,0.0,5.446723461151123
22,0.0,3.8795368671417236
23,0.0,0.7629221081733704
24,0.0,4.2755022048950195
25,0.0,6.353104114532471
26,0.0,3.485555648803711
27,1.0,4.743804454803467
28,0.0,0.9577686786651611
29,0.0,5.410461902618408
30,0.0,1.3948771953582764
31,3.0,2.9466049671173096
32,0.0,0.9191025495529175
33,0.0,3.807907819747925
34,0.0,3.1879630088806152
35,0.0,1.1901264190673828
36,0.0,2.027556896209717
37,0.0,1.361524224281311
38,0.0,1.719355821609497
39,0.0,0.2543606162071228
40,0.0,1.152390480041504
41,0.0,1.5069745779037476
42,0.0,0.7075816988945007
43,0.0,0.7517186403274536
44,0.0,0.05290248990058899
45,0.0,0.7764270901679993
46,0.0,0.7504721283912659
47,0.0,1.1297842264175415
48,0.0,0.6663715243339539
49,0.0,0.6747024059295654
50,0.0,0.31567731499671936
51,0.0,0.3086753785610199
